Geographies,Categories,Consumer Expenditure by Income,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Indonesia,Consumer Expenditure on Leisure and Recreation,Decile 3 - US$ million,607.2,760.8,890.6,1005.8,966.6,1169.1,1247.4,1305.9,1313.4,1283.1,1249.1,1309.6
Indonesia,Consumer Expenditure on Leisure and Recreation,Decile 4 - US$ million,736.6,909.6,1080,1214.8,1179.2,1433.6,1553.4,1626.2,1638.3,1606.8,1565.9,1643.4
Indonesia,Consumer Expenditure on Leisure and Recreation,Decile 5 - US$ million,865,1055.2,1267.8,1421.2,1391.3,1698.8,1864.8,1952.2,1969.3,1937.7,1890,1984.9
Indonesia,Consumer Expenditure on Leisure and Recreation,Decile 6 - US$ million,1001.6,1208.2,1467.6,1640,1618.2,1983.6,2203.8,2306.8,2329.8,2299.1,2244.1,2358.4
Indonesia,Consumer Expenditure on Leisure and Recreation,Decile 7 - US$ million,1157.6,1380.6,1695.6,1888.7,1878.3,2311.7,2599.5,2720.6,2750.8,2722.2,2658.7,2796.1
Indonesia,Consumer Expenditure on Leisure and Recreation,Decile 8 - US$ million,1352.8,1593.3,1980.7,2198.6,2205.5,2726.2,3106.5,3250.6,3290.4,3266.1,3191.6,3359.1
Indonesia,Consumer Expenditure on Leisure and Recreation,Decile 9 - US$ million,1639.5,1900.5,2399.4,2651.3,2689.1,3342.6,3873.8,4051.9,4107.1,4091.7,4000.6,4214.3
Indonesia,Consumer Expenditure on Leisure and Recreation,Decile 10 - US$ million,2435.2,2719.3,3560.1,3891.1,4049.5,5100.2,6153.3,6427.9,6532.2,6560.3,6416.2,6774
Indonesia,Consumer Expenditure on Leisure and Recreation,Total - US$ million,10512.5,12457.5,15393.9,17111.6,17103.3,21110.8,23985.9,25090.1,25381.5,25170.8,24578.7,25865.4
Indonesia,Consumer Expenditure on Leisure and Recreation,Decile 1 - US$ per household,44.4,58.3,63.3,71.8,65.2,76.1,75,77.5,76.3,72.3,69.2,71.4
Indonesia,Consumer Expenditure on Leisure and Recreation,Decile 2 - US$ per household,81.3,102.3,115.8,129.8,121.3,143.8,148.1,153,151.5,145.3,139.4,144.2
Indonesia,Consumer Expenditure on Leisure and Recreation,Decile 3 - US$ per household,106.5,131.4,151.6,168.9,160.1,191.1,201.2,207.9,206.3,198.9,191.2,198.1
Indonesia,Consumer Expenditure on Leisure and Recreation,Decile 4 - US$ per household,129.1,157.1,183.9,204,195.4,234.4,250.6,258.9,257.3,249.1,239.7,248.6
Indonesia,Consumer Expenditure on Leisure and Recreation,Decile 5 - US$ per household,151.6,182.2,215.8,238.7,230.5,277.7,300.8,310.7,309.3,300.4,289.3,300.2
Indonesia,Consumer Expenditure on Leisure and Recreation,Decile 6 - US$ per household,175.6,208.6,249.9,275.4,268.1,324.3,355.5,367.2,365.9,356.4,343.6,356.7
Indonesia,Consumer Expenditure on Leisure and Recreation,Decile 7 - US$ per household,202.9,238.4,288.7,317.2,311.2,377.9,419.4,433,432.1,422,407,422.9
Indonesia,Consumer Expenditure on Leisure and Recreation,Decile 8 - US$ per household,237.1,275.2,337.2,369.2,365.4,445.7,501.1,517.4,516.8,506.4,488.6,508
Indonesia,Consumer Expenditure on Leisure and Recreation,Decile 9 - US$ per household,287.4,328.2,408.5,445.2,445.5,546.5,624.9,645,645.1,634.4,612.5,637.4
Indonesia,Consumer Expenditure on Leisure and Recreation,Decile 10 - US$ per household,426.9,469.6,606.1,653.4,670.9,833.8,992.7,1023.1,1026,1017.1,982.3,1024.5
Indonesia,Consumer Expenditure on Leisure and Recreation,Total - US$ per household,184.3,215.1,262.1,287.3,283.4,345.1,386.9,399.4,398.7,390.2,376.3,391.2
Indonesia,Consumer Expenditure on Education,Decile 1 - US$ million,118.8,179.9,199.6,257.3,258.5,324.2,332.7,359.8,362.4,347.5,334.9,347.8
Indonesia,Consumer Expenditure on Education,Decile 2 - US$ million,200.4,288.1,339.8,431.5,452.2,583.2,643,696.5,707,688.8,667.9,697.2
Indonesia,Consumer Expenditure on Education,Decile 3 - US$ million,252.9,354.8,430.6,543,580.3,758.3,864.8,937.4,954.9,937.2,911.5,953.7
Indonesia,Consumer Expenditure on Education,Decile 4 - US$ million,298.6,411.7,510,639.8,693.7,915,1069.3,1159.6,1184.2,1168.5,1138.6,1193.4
Indonesia,Consumer Expenditure on Education,Decile 5 - US$ million,342.8,465.8,587,733.3,804.6,1069.7,1275.9,1384.2,1416.5,1403.8,1370,1438.1
Indonesia,Consumer Expenditure on Education,Decile 6 - US$ million,388.8,521.2,667.3,830.3,921.2,1233.6,1499.5,1627.2,1668.2,1659.9,1622.1,1705
Indonesia,Consumer Expenditure on Education,Decile 7 - US$ million,440.2,582.2,757.2,938.5,1052.8,1420,1759,1909.2,1960.7,1958.6,1916.5,2017
Indonesia,Consumer Expenditure on Education,Decile 8 - US$ million,503.1,655.6,867.4,1070.4,1215.4,1652.3,2089.5,2268.4,2333.8,2341.2,2293.7,2417.4
Indonesia,Consumer Expenditure on Education,Decile 9 - US$ million,593,758.5,1025.5,1258.7,1450.9,1992.2,2586.1,2807.8,2895.2,2919.4,2864.3,3024
Indonesia,Consumer Expenditure on Education,Decile 10 - US$ million,831.2,1019.2,1446.4,1752.8,2090.4,2934.4,4042.3,4387.9,4544.6,4634.1,4556.9,4830.2
Indonesia,Consumer Expenditure on Education,Total - US$ million,3969.8,5236.9,6830.7,8455.6,9520.1,12882.9,16162,17538.2,18027.5,18058.9,17676.4,18623.7
Indonesia,Consumer Expenditure on Education,Decile 1 - US$ per household,20.8,31.1,34,43.2,42.8,53,53.7,57.3,56.9,53.9,51.3,52.6
Indonesia,Consumer Expenditure on Education,Decile 2 - US$ per household,35.1,49.8,57.9,72.5,74.9,95.4,103.7,110.9,111.1,106.8,102.3,105.5
Indonesia,Consumer Expenditure on Education,Decile 3 - US$ per household,44.3,61.3,73.3,91.2,96.2,124,139.5,149.2,150,145.3,139.5,144.2
Indonesia,Consumer Expenditure on Education,Decile 4 - US$ per household,52.3,71.1,86.8,107.4,114.9,149.6,172.5,184.6,186,181.2,174.3,180.5
Indonesia,Consumer Expenditure on Education,Decile 5 - US$ per household,60.1,80.4,99.9,123.1,133.3,174.9,205.8,220.3,222.5,217.6,209.7,217.5
Indonesia,Consumer Expenditure on Education,Decile 6 - US$ per household,68.2,90,113.6,139.4,152.6,201.7,241.9,259,262,257.3,248.3,257.9
Indonesia,Consumer Expenditure on Education,Decile 7 - US$ per household,77.2,100.5,128.9,157.6,174.4,232.2,283.8,303.9,308,303.7,293.4,305.1
Indonesia,Consumer Expenditure on Education,Decile 8 - US$ per household,88.2,113.2,147.7,179.8,201.4,270.1,337.1,361.1,366.6,363,351.2,365.6
Indonesia,Consumer Expenditure on Education,Decile 9 - US$ per household,104,131,174.6,211.4,240.4,325.7,417.2,446.9,454.7,452.6,438.5,457.4
Indonesia,Consumer Expenditure on Education,Decile 10 - US$ per household,145.7,176,246.2,294.3,346.4,479.8,652.1,698.4,713.8,718.5,697.6,730.5
Indonesia,Consumer Expenditure on Education,Total - US$ per household,69.6,90.4,116.3,142,157.7,210.6,260.7,279.2,283.2,280,270.6,281.7
Indonesia,Consumer Expenditure on Hotels and Catering,Decile 1 - US$ million,621.8,815.5,875,952.6,902,1066,1052.3,1098.3,1086.7,1047.8,1005.8,1044.9
Indonesia,Consumer Expenditure on Hotels and Catering,Decile 2 - US$ million,1078.6,1364.4,1522.7,1633.9,1584.5,1905.6,1960.1,2045.9,2031.5,1974.3,1903.3,1983.5
Indonesia,Consumer Expenditure on Hotels and Catering,Decile 3 - US$ million,1378.5,1713.7,1948.7,2076.8,2037.3,2470.3,2591.9,2705.3,2690.6,2624.8,2535.3,2645.9
Indonesia,Consumer Expenditure on Hotels and Catering,Decile 4 - US$ million,1642.8,2016.9,2324.5,2465.4,2438.6,2974.4,3165.7,3303.9,3289.6,3217.8,3112.1,3251.1
Indonesia,Consumer Expenditure on Hotels and Catering,Decile 5 - US$ million,1900.7,2309.1,2691.5,2843,2831.7,3471.1,3738.7,3901.5,3888.1,3811.6,3690,3858.1
Indonesia,Consumer Expenditure on Hotels and Catering,Decile 6 - US$ million,2171.1,2612.1,3076.5,3237.5,3245.5,3996.4,4352.3,4541.3,4529,4448.6,4310.4,4510.2
Indonesia,Consumer Expenditure on Hotels and Catering,Decile 7 - US$ million,2475.4,2949.3,3510.1,3679.9,3712.8,4592.7,5057.2,5275.8,5265.3,5181.6,5024.4,5261.3
Indonesia,Consumer Expenditure on Hotels and Catering,Decile 8 - US$ million,2850.4,3360,4044.9,4223.1,4291,5334.5,5945.7,6201.2,6193.2,6106.8,5925.9,6210.4
Indonesia,Consumer Expenditure on Hotels and Catering,Decile 9 - US$ million,3392,3943.9,4817.7,5003.4,5130,6417.9,7264.2,7573.3,7569.4,7481.7,7265.4,7622
Indonesia,Consumer Expenditure on Hotels and Catering,Decile 10 - US$ million,4849.6,5460,6900,7078,7412.8,9409.2,11045.7,11500.5,11510.7,11436.9,11116.1,11689.4
Indonesia,Consumer Expenditure on Hotels and Catering,Total - US$ million,22360.9,26544.8,31711.6,33193.6,33586.2,41638.1,46173.9,48146.9,48054.1,47332,45888.8,48076.9
Indonesia,Consumer Expenditure on Hotels and Catering,Decile 1 - US$ per household,109,140.8,149,160,149.4,174.3,169.8,174.8,170.7,162.4,154,158
Indonesia,Consumer Expenditure on Hotels and Catering,Decile 2 - US$ per household,189.1,235.6,259.2,274.4,262.5,311.5,316.2,325.7,319.1,306.1,291.4,300
Indonesia,Consumer Expenditure on Hotels and Catering,Decile 3 - US$ per household,241.7,295.9,331.8,348.8,337.6,403.9,418.1,430.6,422.6,407,388.1,400.2
Indonesia,Consumer Expenditure on Hotels and Catering,Decile 4 - US$ per household,288,348.3,395.7,414,404,486.3,510.7,525.9,516.7,498.9,476.4,491.7
Indonesia,Consumer Expenditure on Hotels and Catering,Decile 5 - US$ per household,333.2,398.8,458.2,477.4,469.2,567.5,603.1,621,610.7,590.9,564.9,583.5
Indonesia,Consumer Expenditure on Hotels and Catering,Decile 6 - US$ per household,380.6,451.1,523.8,543.7,537.7,653.4,702.1,722.8,711.4,689.7,659.9,682.2
Indonesia,Consumer Expenditure on Hotels and Catering,Decile 7 - US$ per household,433.9,509.3,597.6,618,615.2,750.9,815.8,839.8,827,803.3,769.2,795.8
Indonesia,Consumer Expenditure on Hotels and Catering,Decile 8 - US$ per household,499.7,580.2,688.6,709.2,711,872.2,959.2,987.1,972.8,946.8,907.2,939.3
Indonesia,Consumer Expenditure on Hotels and Catering,Decile 9 - US$ per household,594.6,681.1,820.2,840.2,850,1049.3,1171.9,1205.5,1188.9,1160,1112.3,1152.8
Indonesia,Consumer Expenditure on Hotels and Catering,Decile 10 - US$ per household,850.2,942.9,1174.7,1188.6,1228.2,1538.3,1781.9,1830.6,1808,1773.2,1701.8,1768
Indonesia,Consumer Expenditure on Hotels and Catering,Total - US$ per household,392,458.4,539.9,557.4,556.5,680.8,744.9,766.4,754.8,733.8,702.5,727.1
Indonesia,Consumer Expenditure on Miscellaneous Goods and Services,Decile 1 - US$ million,108,156.5,183.9,227.1,221.7,279.8,294.5,313,312.6,298.8,288,299.6
Indonesia,Consumer Expenditure on Miscellaneous Goods and Services,Decile 2 - US$ million,205.6,284.9,349.3,426.1,429.4,550.1,606.7,645.1,647.9,627.2,606.7,632.8
Indonesia,Consumer Expenditure on Miscellaneous Goods and Services,Decile 3 - US$ million,274.1,371.7,465.2,564.1,577.3,744.7,840.2,893.4,899.6,876.2,849,886.7
Indonesia,Consumer Expenditure on Miscellaneous Goods and Services,Decile 4 - US$ million,336.8,449.6,571.1,689.7,713.5,925.2,1061.1,1128.3,1138.2,1113.5,1080.1,1129
Indonesia,Consumer Expenditure on Miscellaneous Goods and Services,Decile 5 - US$ million,399.8,526.7,677.5,815.1,851.2,1108.5,1288.9,1370.5,1384.6,1359.4,1319.7,1380.5
Indonesia,Consumer Expenditure on Miscellaneous Goods and Services,Decile 6 - US$ million,467.6,608.4,791.8,949.5,1000.1,1307.6,1539.9,1637.2,1656.2,1631.4,1584.8,1659
Indonesia,Consumer Expenditure on Miscellaneous Goods and Services,Decile 7 - US$ million,545.7,701.5,923.5,1103.7,1172.6,1539.4,1836.2,1951.9,1977,1953.6,1899,1989.2
Indonesia,Consumer Expenditure on Miscellaneous Goods and Services,Decile 8 - US$ million,644.6,817.3,1089.9,1297.8,1391.9,1835.5,2220.3,2359.8,2393.2,2372.9,2307.7,2419.1
Indonesia,Consumer Expenditure on Miscellaneous Goods and Services,Decile 9 - US$ million,791.6,986.5,1337.3,1584.8,1720.4,2281.5,2809.9,2985.3,3032,3018.8,2937.3,3082
Indonesia,Consumer Expenditure on Miscellaneous Goods and Services,Decile 10 - US$ million,1208.8,1446.6,2038,2387.1,2665.6,3582.8,4606.3,4887.1,4978,5001.7,4867.5,5118.6
Indonesia,Consumer Expenditure on Miscellaneous Goods and Services,Total - US$ million,4982.8,6349.7,8427.4,10045,10743.8,14155,17104,18171.7,18419.3,18253.6,17739.9,18596.5
Indonesia,Consumer Expenditure on Miscellaneous Goods and Services,Decile 1 - US$ per household,18.9,27,31.3,38.1,36.7,45.7,47.5,49.8,49.1,46.3,44.1,45.3
Indonesia,Consumer Expenditure on Miscellaneous Goods and Services,Decile 2 - US$ per household,36,49.2,59.5,71.6,71.2,89.9,97.9,102.7,101.8,97.2,92.9,95.7
Indonesia,Consumer Expenditure on Miscellaneous Goods and Services,Decile 3 - US$ per household,48.1,64.2,79.2,94.7,95.6,121.8,135.5,142.2,141.3,135.9,130,134.1
Indonesia,Consumer Expenditure on Miscellaneous Goods and Services,Decile 4 - US$ per household,59.1,77.6,97.2,115.8,118.2,151.3,171.2,179.6,178.8,172.6,165.4,170.8
Indonesia,Consumer Expenditure on Miscellaneous Goods and Services,Decile 5 - US$ per household,70.1,91,115.3,136.9,141,181.2,207.9,218.2,217.5,210.8,202,208.8
Indonesia,Consumer Expenditure on Miscellaneous Goods and Services,Decile 6 - US$ per household,82,105.1,134.8,159.4,165.7,213.8,248.4,260.6,260.1,252.9,242.6,250.9
Indonesia,Consumer Expenditure on Miscellaneous Goods and Services,Decile 7 - US$ per household,95.7,121.1,157.2,185.3,194.3,251.7,296.2,310.7,310.5,302.9,290.7,300.9
Indonesia,Consumer Expenditure on Miscellaneous Goods and Services,Decile 8 - US$ per household,113,141.1,185.6,217.9,230.6,300.1,358.2,375.6,375.9,367.9,353.3,365.9
Indonesia,Consumer Expenditure on Miscellaneous Goods and Services,Decile 9 - US$ per household,138.8,170.4,227.7,266.1,285,373,453.3,475.2,476.2,468,449.7,466.1
Indonesia,Consumer Expenditure on Miscellaneous Goods and Services,Decile 10 - US$ per household,211.9,249.8,347,400.9,441.7,585.8,743.1,777.9,781.9,775.5,745.2,774.2
Indonesia,Consumer Expenditure on Miscellaneous Goods and Services,Total - US$ per household,87.4,109.7,143.5,168.7,178,231.4,275.9,289.2,289.3,283,271.6,281.3
Indonesia,Consumer Expenditure on Food and Non-Alcoholic Beverages,Decile 1 - US$ million,2883,3965.5,4291.3,5015.2,4898.4,6278.5,6908,7172.7,7100.2,6822.2,6534.5,6767.6
Indonesia,Consumer Expenditure on Food and Non-Alcoholic Beverages,Decile 2 - US$ million,4097,5507.4,6089.2,7078.7,7032.3,9088.9,10262.9,10654.9,10577,10232.4,9818.7,10182
Indonesia,Consumer Expenditure on Food and Non-Alcoholic Beverages,Decile 3 - US$ million,4783,6361.1,7103.3,8237.6,8248.9,10702.7,12232.9,12698.7,12621.9,12249.3,11762.9,12205.2
Indonesia,Consumer Expenditure on Food and Non-Alcoholic Beverages,Decile 4 - US$ million,5339.4,7047.1,7924.8,9174.8,9239.6,12020.8,13858.2,14384.1,14309.4,13917.4,13371,13879.1
Indonesia,Consumer Expenditure on Food and Non-Alcoholic Beverages,Decile 5 - US$ million,5848.2,7670,8675.4,10030,10148.4,13232.9,15364.4,15945.3,15873.2,15465.7,14863.4,15432.9
Indonesia,Consumer Expenditure on Food and Non-Alcoholic Beverages,Decile 6 - US$ million,6352,8282.8,9418.2,10875.2,11050.8,14439.2,16873.7,17509.2,17440,17018.9,16360.3,16991.6
Indonesia,Consumer Expenditure on Food and Non-Alcoholic Beverages,Decile 7 - US$ million,6888.9,8931.4,10208.9,11773.9,12015,15730.7,18500.5,19193.9,19128.3,18694.5,17974.4,18672.7
Indonesia,Consumer Expenditure on Food and Non-Alcoholic Beverages,Decile 8 - US$ million,7514,9681.2,11129,12817.9,13140.9,17242.4,20418.8,21179.3,21117.9,20671.4,19877.7,20655.4
Indonesia,Consumer Expenditure on Food and Non-Alcoholic Beverages,Decile 9 - US$ million,8358.2,10684.5,12370.3,14223.7,14666.7,19297,23049.6,23900,23844.5,23383.8,22487.2,23374
Indonesia,Consumer Expenditure on Food and Non-Alcoholic Beverages,Decile 10 - US$ million,10379.6,13029.7,15337.4,17562.3,18350.3,24295.1,29602.5,30663.9,30623.5,30148.8,28982.5,30146.9
Indonesia,Consumer Expenditure on Food and Non-Alcoholic Beverages,Total - US$ million,62443.2,81160.7,92547.8,106789.4,108791.2,142328.2,167071.5,173302.1,172635.9,168604.6,162032.6,168307.5
Indonesia,Consumer Expenditure on Food and Non-Alcoholic Beverages,Decile 1 - US$ per household,505.4,684.8,730.6,842.2,811.6,1026.5,1114.4,1141.7,1115.2,1057.7,1000.4,1023.6
Indonesia,Consumer Expenditure on Food and Non-Alcoholic Beverages,Decile 2 - US$ per household,718.2,951.1,1036.7,1188.7,1165.1,1486,1655.6,1696,1661.3,1586.4,1503.2,1540
Indonesia,Consumer Expenditure on Food and Non-Alcoholic Beverages,Decile 3 - US$ per household,838.5,1098.5,1209.3,1383.3,1366.7,1749.8,1973.4,2021.3,1982.5,1899.1,1800.9,1846
Indonesia,Consumer Expenditure on Food and Non-Alcoholic Beverages,Decile 4 - US$ per household,936,1217,1349.2,1540.7,1530.9,1965.3,2235.6,2289.6,2247.6,2157.7,2047.1,2099.2
Indonesia,Consumer Expenditure on Food and Non-Alcoholic Beverages,Decile 5 - US$ per household,1025.2,1324.6,1477,1684.3,1681.4,2163.5,2478.6,2538.1,2493.2,2397.8,2275.5,2334.2
Indonesia,Consumer Expenditure on Food and Non-Alcoholic Beverages,Decile 6 - US$ per household,1113.5,1430.4,1603.4,1826.2,1831,2360.7,2722.1,2787,2739.3,2638.6,2504.7,2569.9
Indonesia,Consumer Expenditure on Food and Non-Alcoholic Beverages,Decile 7 - US$ per household,1207.7,1542.4,1738.1,1977.1,1990.7,2571.9,2984.5,3055.2,3004.5,2898.4,2751.8,2824.2
Indonesia,Consumer Expenditure on Food and Non-Alcoholic Beverages,Decile 8 - US$ per household,1317.2,1671.9,1894.7,2152.5,2177.3,2819,3294,3371.2,3317,3204.9,3043.2,3124
Indonesia,Consumer Expenditure on Food and Non-Alcoholic Beverages,Decile 9 - US$ per household,1465.2,1845.2,2106,2388.5,2430.1,3154.9,3718.4,3804.2,3745.3,3625.4,3442.7,3535.2
Indonesia,Consumer Expenditure on Food and Non-Alcoholic Beverages,Decile 10 - US$ per household,1819.6,2250.1,2611.2,2949.2,3040.4,3972.1,4775.5,4880.9,4810,4674.2,4437.1,4559.6
Indonesia,Consumer Expenditure on Food and Non-Alcoholic Beverages,Total - US$ per household,1094.7,1401.6,1575.6,1793.3,1802.5,2327,2695.2,2758.5,2711.6,2614,2480.7,2545.6
Indonesia,Consumer Expenditure on Alcoholic Beverages and Tobacco,Decile 1 - US$ million,576,751.4,696.9,852.4,849.5,1039.6,1076.5,1130.6,1109.4,1030.4,973.6,997
Indonesia,Consumer Expenditure on Alcoholic Beverages and Tobacco,Decile 2 - US$ million,786.5,978,949.4,1145.3,1182.1,1473.7,1618,1699.2,1677.6,1581.5,1500.1,1541.8
Indonesia,Consumer Expenditure on Alcoholic Beverages and Tobacco,Decile 3 - US$ million,901.7,1097.2,1087.3,1303.4,1367.1,1718.8,1938.9,2036,2015.8,1913.3,1817.9,1871.7
Indonesia,Consumer Expenditure on Alcoholic Beverages and Tobacco,Decile 4 - US$ million,993.6,1190.2,1197,1428.5,1515.6,1917.2,2205,2315.2,2296.8,2190.6,2083.8,2148
Indonesia,Consumer Expenditure on Alcoholic Beverages and Tobacco,Decile 5 - US$ million,1076.4,1272.7,1295.8,1540.7,1650.4,2098.4,2452.6,2574.9,2558.5,2450,2332.8,2406.9
Indonesia,Consumer Expenditure on Alcoholic Beverages and Tobacco,Decile 6 - US$ million,1157.4,1352.4,1392.3,1649.9,1783,2277.5,2701.7,2835.9,2821.9,2712.1,2584.3,2668.8
Indonesia,Consumer Expenditure on Alcoholic Beverages and Tobacco,Decile 7 - US$ million,1242.7,1435.1,1493.9,1764.4,1923.4,2468,2971,3118.1,3107,2996.8,2857.7,2953.6
Indonesia,Consumer Expenditure on Alcoholic Beverages and Tobacco,Decile 8 - US$ million,1340.9,1528.9,1610.6,1895.4,2085.7,2689.7,3289.7,3451.9,3444.6,3335.1,3182.5,3292.4
Indonesia,Consumer Expenditure on Alcoholic Beverages and Tobacco,Decile 9 - US$ million,1471.5,1651.5,1765.8,2068.8,2303.3,2988.6,3728.7,3911.2,3909.7,3803.2,3631.9,3761.7
Indonesia,Consumer Expenditure on Alcoholic Beverages and Tobacco,Decile 10 - US$ million,1776.7,1927.1,2127.3,2468,2818.3,3706.2,4830.5,5062,5077.7,4988.4,4769.2,4952.1
Indonesia,Consumer Expenditure on Alcoholic Beverages and Tobacco,Total - US$ million,11323.3,13184.5,13616.4,16116.8,17478.4,22377.6,26812.6,28134.9,28019,27001.4,25733.8,26593.9
Indonesia,Consumer Expenditure on Alcoholic Beverages and Tobacco,Decile 1 - US$ per household,101,129.8,118.6,143.1,140.8,170,173.7,180,174.3,159.8,149,150.8
Indonesia,Consumer Expenditure on Alcoholic Beverages and Tobacco,Decile 2 - US$ per household,137.9,168.9,161.6,192.3,195.9,240.9,261,270.5,263.5,245.2,229.7,233.2
Indonesia,Consumer Expenditure on Alcoholic Beverages and Tobacco,Decile 3 - US$ per household,158.1,189.5,185.1,218.9,226.5,281,312.8,324.1,316.6,296.6,278.3,283.1
Indonesia,Consumer Expenditure on Alcoholic Beverages and Tobacco,Decile 4 - US$ per household,174.2,205.5,203.8,239.9,251.1,313.5,355.7,368.5,360.8,339.6,319,324.9
Indonesia,Consumer Expenditure on Alcoholic Beverages and Tobacco,Decile 5 - US$ per household,188.7,219.8,220.6,258.7,273.4,343.1,395.7,409.8,401.9,379.8,357.1,364
Indonesia,Consumer Expenditure on Alcoholic Beverages and Tobacco,Decile 6 - US$ per household,202.9,233.6,237,277.1,295.4,372.4,435.8,451.4,443.2,420.5,395.7,403.6
Indonesia,Consumer Expenditure on Alcoholic Beverages and Tobacco,Decile 7 - US$ per household,217.9,247.8,254.3,296.3,318.7,403.5,479.3,496.3,488,464.6,437.5,446.7
Indonesia,Consumer Expenditure on Alcoholic Beverages and Tobacco,Decile 8 - US$ per household,235.1,264,274.2,318.3,345.6,439.7,530.7,549.4,541,517.1,487.2,498
Indonesia,Consumer Expenditure on Alcoholic Beverages and Tobacco,Decile 9 - US$ per household,258,285.2,300.6,347.4,381.6,488.6,601.5,622.6,614.1,589.6,556,568.9
Indonesia,Consumer Expenditure on Alcoholic Beverages and Tobacco,Decile 10 - US$ per household,311.5,332.8,362.2,414.4,466.9,605.9,779.3,805.7,797.5,773.4,730.1,749
Indonesia,Consumer Expenditure on Alcoholic Beverages and Tobacco,Total - US$ per household,198.5,227.7,231.8,270.6,289.6,365.9,432.5,447.8,440.1,418.6,394,402.2
